Time - Plot 0,Amplitude - Plot 0,Time - Plot 1,Amplitude - Plot 1,,,
1.70E-05,10.2,1.70E-05,4.8,,,
1.70E-05,10.2,1.70E-05,5,,,
1.70E-05,10.2,1.70E-05,4.6,,,
1.70E-05,10.2,1.70E-05,4.8,,,
1.70E-05,10.2,1.70E-05,4.6,,,
1.70E-05,10.2,1.70E-05,4.8,,,
1.70E-05,10.4,1.70E-05,4.8,,,
1.70E-05,10,1.70E-05,4.6,,,
1.71E-05,10.2,1.71E-05,4.6,,,
1.71E-05,10.2,1.71E-05,4.8,,,
1.71E-05,10.2,1.71E-05,4.8,,,
1.71E-05,10,1.71E-05,5,,,
1.71E-05,10,1.71E-05,4.6,,,
1.71E-05,10.2,1.71E-05,4.8,,,
1.71E-05,10.2,1.71E-05,4.8,,,
1.71E-05,10.2,1.71E-05,4.6,,,
1.71E-05,10,1.71E-05,4.8,,,
1.71E-05,10.4,1.71E-05,4.8,,,
1.72E-05,10,1.72E-05,4.6,,,
1.72E-05,10.4,1.72E-05,4.8,,,
1.72E-05,10,1.72E-05,4.8,,,
1.72E-05,10,1.72E-05,4.8,,,
1.72E-05,10.2,1.72E-05,4.4,,,
1.72E-05,10,1.72E-05,4.8,,,
1.72E-05,10,1.72E-05,4.8,,,
1.72E-05,10,1.72E-05,4.6,,,
1.72E-05,10.2,1.72E-05,4.8,,,
1.72E-05,10.4,1.72E-05,4.8,,,
1.73E-05,10.2,1.73E-05,4.6,,,
1.73E-05,10,1.73E-05,4.8,,,
1.73E-05,10,1.73E-05,4.8,,,
1.73E-05,10.2,1.73E-05,4.8,,,
1.73E-05,10.2,1.73E-05,4.8,,,
1.73E-05,10.2,1.73E-05,4.8,,,
1.73E-05,10.2,1.73E-05,4.8,,,
1.73E-05,10.2,1.73E-05,4.6,,,
1.73E-05,10.4,1.73E-05,5,,,
1.73E-05,10.2,1.73E-05,4.8,,,
1.74E-05,10.2,1.74E-05,4.8,,,
1.74E-05,10.4,1.74E-05,5,,,
1.74E-05,10.2,1.74E-05,4.8,,,
1.74E-05,10.2,1.74E-05,4.6,,,
1.74E-05,10.4,1.74E-05,4.6,,,
1.74E-05,10.2,1.74E-05,4.6,,,
1.74E-05,10.2,1.74E-05,4.8,,,
1.74E-05,10,1.74E-05,4.6,,,
1.74E-05,10,1.74E-05,4.8,,,
1.74E-05,10.2,1.74E-05,4.6,,,
1.75E-05,10,1.75E-05,4.6,,,
1.75E-05,10,1.75E-05,4.8,,,
1.75E-05,10.2,1.75E-05,4.6,,,
1.75E-05,10,1.75E-05,4.4,,,
1.75E-05,10,1.75E-05,4.6,,,
1.75E-05,10.2,1.75E-05,4.8,,,
1.75E-05,10.2,1.75E-05,4.8,,,
1.75E-05,10,1.75E-05,4.8,,,
1.75E-05,10.2,1.75E-05,4.6,,,
1.75E-05,10.2,1.75E-05,4.8,,,
1.76E-05,10.2,1.76E-05,4.6,,,
1.76E-05,10,1.76E-05,5,,,
1.76E-05,7.4,1.76E-05,4.6,,,
1.76E-05,2.2,1.76E-05,1.4,,,
1.76E-05,3.4,1.76E-05,-2.8,,,
1.76E-05,3.8,1.76E-05,-7.2,,,
1.76E-05,2.6,1.76E-05,-8,,,
1.76E-05,1.6,1.76E-05,-7.8,,,
1.76E-05,-0.6,1.76E-05,-5.4,,,
1.76E-05,-0.8,1.76E-05,-3.6,,,
1.77E-05,-1,1.77E-05,-3.2,,,
1.77E-05,0,1.77E-05,-3.8,,,
1.77E-05,0.8,1.77E-05,-4.8,,,
1.77E-05,0.8,1.77E-05,-5.8,,,
1.77E-05,1,1.77E-05,-5.8,,,
1.77E-05,0,1.77E-05,-5.8,,,
1.77E-05,0.2,1.77E-05,-4.8,,,
1.77E-05,-0.2,1.77E-05,-4.6,,,
1.77E-05,-0.2,1.77E-05,-4.4,,,
1.77E-05,0.4,1.77E-05,-4.8,,,
1.78E-05,0.2,1.78E-05,-5,,,
1.78E-05,0.4,1.78E-05,-5,,,
1.78E-05,0.4,1.78E-05,-5.2,,,
1.78E-05,0.4,1.78E-05,-5.4,,,
1.78E-05,0.2,1.78E-05,-4.8,,,
1.78E-05,0.2,1.78E-05,-4.8,,,
1.78E-05,0.2,1.78E-05,-5,,,
1.78E-05,0.2,1.78E-05,-4.8,,,
1.78E-05,0.2,1.78E-05,-5.4,,,
1.78E-05,0.4,1.78E-05,-5,,,
1.79E-05,0.2,1.79E-05,-5.2,,,
1.79E-05,0.2,1.79E-05,-5,,,
1.79E-05,0.2,1.79E-05,-5,,,
1.79E-05,0.2,1.79E-05,-4.8,,,
1.79E-05,0.6,1.79E-05,-4.8,,,
1.79E-05,0.4,1.79E-05,-4.8,,,
1.79E-05,0.2,1.79E-05,-5,,,
1.79E-05,0,1.79E-05,-4.8,,,
1.79E-05,0.2,1.79E-05,-5.2,,,
1.79E-05,0.2,1.79E-05,-4.8,,,
1.80E-05,0.4,1.80E-05,-5.2,,,
1.80E-05,0.2,1.80E-05,-4.8,,,
1.80E-05,0.2,1.80E-05,-4.8,,,
1.80E-05,0.4,1.80E-05,-5.2,,,
1.80E-05,0.4,1.80E-05,-5.2,,,
1.80E-05,0.2,1.80E-05,-5,,,
1.80E-05,0.2,1.80E-05,-5.2,,,
1.80E-05,0.6,1.80E-05,-4.8,,,
1.80E-05,0.2,1.80E-05,-4.8,,,
1.80E-05,0.4,1.80E-05,-4.8,,,
1.81E-05,0.4,1.81E-05,-4.8,,,
1.81E-05,0.4,1.81E-05,-4.6,,,
1.81E-05,0.4,1.81E-05,-5,,,
1.81E-05,0.4,1.81E-05,-5.2,,,
1.81E-05,0,1.81E-05,-5,,,
1.81E-05,0.4,1.81E-05,-4.8,,,
1.81E-05,0.4,1.81E-05,-5,,,
1.81E-05,0.4,1.81E-05,-5,,,
1.81E-05,0.6,1.81E-05,-5,,,
1.81E-05,0.2,1.81E-05,-4.6,,,
1.82E-05,0.6,1.82E-05,-4.4,,,
1.82E-05,0.4,1.82E-05,-5.2,,,
1.82E-05,0,1.82E-05,-5,,,
1.82E-05,0.2,1.82E-05,-5.4,,,
1.82E-05,0.2,1.82E-05,-4.8,,,
1.82E-05,0.2,1.82E-05,-4.8,,,
1.82E-05,0.2,1.82E-05,-5,,,
1.82E-05,0.6,1.82E-05,-5,,,
1.82E-05,0.6,1.82E-05,-5,,,
1.82E-05,0.2,1.82E-05,-5,,,
1.83E-05,0.2,1.83E-05,-4.8,,,
1.83E-05,0.2,1.83E-05,-5,,,
1.83E-05,0.4,1.83E-05,-5,,,
1.83E-05,0.4,1.83E-05,-4.6,,,
1.83E-05,0.2,1.83E-05,-5,,,
1.83E-05,0.4,1.83E-05,-4.8,,,
1.83E-05,0.2,1.83E-05,-5.2,,,
1.83E-05,0.6,1.83E-05,-4.8,,,
1.83E-05,0.6,1.83E-05,-4.8,,,
1.83E-05,0.4,1.83E-05,-5,,,
1.84E-05,0.2,1.84E-05,-4.8,,,
1.84E-05,0.4,1.84E-05,-5.2,,,
1.84E-05,0.4,1.84E-05,-4.8,,,
1.84E-05,0.4,1.84E-05,-4.8,,,
1.84E-05,0.2,1.84E-05,-4.8,,,
1.84E-05,0.4,1.84E-05,-5,,,
1.84E-05,0.2,1.84E-05,-4.8,,,
1.84E-05,0.2,1.84E-05,-4.6,,,
1.84E-05,0.6,1.84E-05,-4.8,,,
1.84E-05,0.2,1.84E-05,-5.2,,,
1.85E-05,0.4,1.85E-05,-5,,,
1.85E-05,0.6,1.85E-05,-5.4,,,
1.85E-05,0.2,1.85E-05,-4.8,,,
1.85E-05,0,1.85E-05,-4.8,,,
1.85E-05,0.2,1.85E-05,-4.8,,,
1.85E-05,0.2,1.85E-05,-4.8,,,
1.85E-05,0.6,1.85E-05,-5,,,
1.85E-05,0.2,1.85E-05,-4.6,,,
1.85E-05,0,1.85E-05,-4.8,,,
1.85E-05,0.2,1.85E-05,-5,,,
1.86E-05,0.4,1.86E-05,-4.6,,,
1.86E-05,0.4,1.86E-05,-4.8,,,
1.86E-05,0.2,1.86E-05,-5.2,,,
1.86E-05,0.6,1.86E-05,-4.8,,,
1.86E-05,0.4,1.86E-05,-4.8,,,
1.86E-05,0.2,1.86E-05,-5,,,
1.86E-05,0.4,1.86E-05,-5,,,
1.86E-05,0.6,1.86E-05,-4.8,,,
1.86E-05,0.4,1.86E-05,-5,,,
1.86E-05,0.2,1.86E-05,-5,,,
1.87E-05,0.2,1.87E-05,-5,,,
1.87E-05,0.2,1.87E-05,-5,,,
1.87E-05,0.4,1.87E-05,-4.8,,,
1.87E-05,0.4,1.87E-05,-5,,,
1.87E-05,0.2,1.87E-05,-5,,,
1.87E-05,0.6,1.87E-05,-5,,,
1.87E-05,0.4,1.87E-05,-5,,,
1.87E-05,0,1.87E-05,-5,,,
1.87E-05,0.2,1.87E-05,-5.2,,,
1.87E-05,0.4,1.87E-05,-5.2,,,
1.88E-05,0.2,1.88E-05,-5,,,
1.88E-05,0.4,1.88E-05,-4.8,,,
1.88E-05,0.2,1.88E-05,-5.2,,,
1.88E-05,0.4,1.88E-05,-4.8,,,
1.88E-05,0.2,1.88E-05,-4.8,,,
1.88E-05,0.4,1.88E-05,-5,,,
1.88E-05,0.2,1.88E-05,-4.8,,,
1.88E-05,0.4,1.88E-05,-5,,,
1.88E-05,0.2,1.88E-05,-5,,,
1.88E-05,0.4,1.88E-05,-5.2,,,
1.89E-05,0.2,1.89E-05,-5.2,,,
1.89E-05,0.2,1.89E-05,-5,,,
1.89E-05,0.2,1.89E-05,-4.8,,,
1.89E-05,0.4,1.89E-05,-4.8,,,
1.89E-05,0.2,1.89E-05,-4.8,,,
1.89E-05,0.2,1.89E-05,-5,,,
1.89E-05,0.2,1.89E-05,-5,,,
1.89E-05,0,1.89E-05,-5.2,,,
1.89E-05,0.4,1.89E-05,-4.8,,,
1.89E-05,0.2,1.89E-05,-5,,,
1.90E-05,0.2,1.90E-05,-4.6,,,
1.90E-05,0,1.90E-05,-4.8,,,
1.90E-05,0.4,1.90E-05,-5.4,,,
1.90E-05,0.4,1.90E-05,-5,,,
1.90E-05,0.2,1.90E-05,-4.8,,,
1.90E-05,0.2,1.90E-05,-5.2,,,
1.90E-05,0.4,1.90E-05,-4.8,,,
1.90E-05,0.2,1.90E-05,-5,,,
1.90E-05,0.4,1.90E-05,-4.8,,,
1.90E-05,0.4,1.90E-05,-4.8,,,
1.91E-05,0.4,1.91E-05,-4.8,,,
1.91E-05,0.2,1.91E-05,-5,,,
1.91E-05,0,1.91E-05,-5.4,,,
1.91E-05,0.2,1.91E-05,-4.8,,,
1.91E-05,0.6,1.91E-05,-4.8,,,
1.91E-05,0.4,1.91E-05,-5,,,
1.91E-05,0.4,1.91E-05,-5.2,,,
1.91E-05,0.6,1.91E-05,-5,,,
1.91E-05,0.4,1.91E-05,-4.8,,,
1.91E-05,0.4,1.91E-05,-4.8,,,
1.92E-05,0.2,1.92E-05,-4.8,,,
1.92E-05,0.2,1.92E-05,-5,,,
1.92E-05,0.4,1.92E-05,-5.6,,,
1.92E-05,0.4,1.92E-05,-5,,,
1.92E-05,0.4,1.92E-05,-4.8,,,
1.92E-05,0.4,1.92E-05,-5.2,,,
1.92E-05,0.6,1.92E-05,-4.8,,,
1.92E-05,0.8,1.92E-05,-5.2,,,
1.92E-05,0,1.92E-05,-5,,,
1.92E-05,0.2,1.92E-05,-4.8,,,
1.93E-05,0.2,1.93E-05,-5.2,,,
1.93E-05,0.4,1.93E-05,-5,,,
1.93E-05,0.6,1.93E-05,-4.6,,,
1.93E-05,0.2,1.93E-05,-5,,,
1.93E-05,0.4,1.93E-05,-4.8,,,
1.93E-05,0.2,1.93E-05,-5.2,,,
1.93E-05,0.6,1.93E-05,-4.8,,,
1.93E-05,0.6,1.93E-05,-4.8,,,
1.93E-05,0.2,1.93E-05,-5,,,
1.93E-05,0.2,1.93E-05,-4.8,,,
1.94E-05,0.2,1.94E-05,-5,,,
1.94E-05,0.6,1.94E-05,-5,,,
1.94E-05,0.4,1.94E-05,-5,,,
1.94E-05,0.4,1.94E-05,-5,,,
1.94E-05,0.6,1.94E-05,-5,,,
1.94E-05,0.2,1.94E-05,-5.2,,,
1.94E-05,0.4,1.94E-05,-5,,,
1.94E-05,0.6,1.94E-05,-5,,,
1.94E-05,0.2,1.94E-05,-5,,,
1.94E-05,0.4,1.94E-05,-5,,,
1.95E-05,0.4,1.95E-05,-5.4,,,
1.95E-05,0.4,1.95E-05,-5,,,
1.95E-05,0.2,1.95E-05,-4.6,,,
1.95E-05,0.4,1.95E-05,-5,,,
1.95E-05,0.2,1.95E-05,-5,,,
1.95E-05,0.6,1.95E-05,-5,,,
1.95E-05,0.2,1.95E-05,-5,,,
1.95E-05,0.2,1.95E-05,-5,,,
1.95E-05,0.2,1.95E-05,-5.2,,,
1.95E-05,0.2,1.95E-05,-4.8,,,
1.96E-05,0.6,1.96E-05,-5,,,
1.96E-05,0.4,1.96E-05,-5,,,
1.96E-05,0.2,1.96E-05,-4.8,,,
1.96E-05,0.2,1.96E-05,-4.8,,,
1.96E-05,0.4,1.96E-05,-5,,,
1.96E-05,0.4,1.96E-05,-4.8,,,
1.96E-05,0.4,1.96E-05,-4.8,,,
1.96E-05,0.2,1.96E-05,-5,,,
1.96E-05,0.2,1.96E-05,-5.4,,,
1.96E-05,0.4,1.96E-05,-4.8,,,
1.97E-05,0.4,1.97E-05,-5,,,
1.97E-05,0,1.97E-05,-5,,,
1.97E-05,0.6,1.97E-05,-4.8,,,
1.97E-05,0.4,1.97E-05,-5.2,,,
1.97E-05,0.6,1.97E-05,-4.6,,,
1.97E-05,0.4,1.97E-05,-4.8,,,
1.97E-05,0.2,1.97E-05,-5,,,
1.97E-05,0.4,1.97E-05,-5,,,
1.97E-05,0.2,1.97E-05,-5,,,
1.97E-05,0.2,1.97E-05,-4.6,,,
1.98E-05,0.6,1.98E-05,-5,,,
1.98E-05,0.4,1.98E-05,-4.8,,,
1.98E-05,0.2,1.98E-05,-5,,,
1.98E-05,0.2,1.98E-05,-5.2,,,
1.98E-05,0.2,1.98E-05,-5,,,
1.98E-05,0.4,1.98E-05,-5,,,
1.98E-05,0.4,1.98E-05,-5,,,
1.98E-05,0.2,1.98E-05,-4.8,,,
1.98E-05,0.2,1.98E-05,-5.2,,,
1.98E-05,0.2,1.98E-05,-5,,,
1.99E-05,0.2,1.99E-05,-4.8,,,
1.99E-05,0.2,1.99E-05,-4.8,,,
1.99E-05,0.4,1.99E-05,-4.8,,,
1.99E-05,0.4,1.99E-05,-4.8,,,
1.99E-05,0.4,1.99E-05,-5,,,
1.99E-05,0.2,1.99E-05,-5,,,
1.99E-05,0.2,1.99E-05,-5.2,,,
1.99E-05,0.6,1.99E-05,-4.8,,,
1.99E-05,0.2,1.99E-05,-5,,,
1.99E-05,0.2,1.99E-05,-4.8,,,
2.00E-05,0.2,2.00E-05,-4.8,,,
2.00E-05,0.6,2.00E-05,-5.2,,,
2.00E-05,0.4,2.00E-05,-5,,,
2.00E-05,0,2.00E-05,-5,,,
2.00E-05,0.4,2.00E-05,-5.2,,,
2.00E-05,0.4,2.00E-05,-4.8,,,
2.00E-05,0.2,2.00E-05,-5,,,
2.00E-05,0.2,2.00E-05,-4.8,,,
2.00E-05,0.4,2.00E-05,-4.8,,,
2.00E-05,0.2,2.00E-05,-4.8,,,
2.01E-05,0.4,2.01E-05,-5,,,
2.01E-05,0.2,2.01E-05,-5.2,,,
2.01E-05,0.2,2.01E-05,-5,,,
2.01E-05,0.6,2.01E-05,-4.8,,,
2.01E-05,0.4,2.01E-05,-5,,,
2.01E-05,0,2.01E-05,-5.2,,,
2.01E-05,0.4,2.01E-05,-5,,,
2.01E-05,0.4,2.01E-05,-4.6,,,
2.01E-05,0.4,2.01E-05,-4.6,,,
2.01E-05,0,2.01E-05,-5.2,,,
2.02E-05,0.2,2.02E-05,-5,,,
2.02E-05,0.2,2.02E-05,-5.4,,,
2.02E-05,0.4,2.02E-05,-4.8,,,
2.02E-05,0.2,2.02E-05,-5.2,,,
2.02E-05,0.4,2.02E-05,-5.2,,,
2.02E-05,0.4,2.02E-05,-5,,,
2.02E-05,0.6,2.02E-05,-4.8,,,
2.02E-05,0.2,2.02E-05,-5,,,
2.02E-05,0.6,2.02E-05,-5,,,
2.02E-05,0.2,2.02E-05,-5,,,
2.03E-05,0.2,2.03E-05,-5,,,
2.03E-05,0.4,2.03E-05,-4.8,,,
2.03E-05,0.2,2.03E-05,-4.8,,,
2.03E-05,0.2,2.03E-05,-5,,,
2.03E-05,0.2,2.03E-05,-5.4,,,
2.03E-05,0.4,2.03E-05,-4.8,,,
2.03E-05,0.6,2.03E-05,-4.6,,,
2.03E-05,0.2,2.03E-05,-5,,,
2.03E-05,0.2,2.03E-05,-5,,,
2.03E-05,0.2,2.03E-05,-5,,,
2.04E-05,0.6,2.04E-05,-4.8,,,
2.04E-05,0.6,2.04E-05,-4.6,,,
2.04E-05,0.4,2.04E-05,-4.8,,,
2.04E-05,0.4,2.04E-05,-5.4,,,
2.04E-05,0.4,2.04E-05,-5.2,,,
2.04E-05,0.2,2.04E-05,-4.8,,,
2.04E-05,0.4,2.04E-05,-5,,,
2.04E-05,0.2,2.04E-05,-5,,,
2.04E-05,0.4,2.04E-05,-5,,,
2.04E-05,0.2,2.04E-05,-5,,,
2.05E-05,0.2,2.05E-05,-5,,,
2.05E-05,0,2.05E-05,-4.8,,,
2.05E-05,0.4,2.05E-05,-5.2,,,
2.05E-05,0.2,2.05E-05,-4.8,,,
2.05E-05,0.6,2.05E-05,-5,,,
2.05E-05,0.4,2.05E-05,-4.8,,,
2.05E-05,0.2,2.05E-05,-5,,,
2.05E-05,0.4,2.05E-05,-5,,,
2.05E-05,0.4,2.05E-05,-4.8,,,
2.05E-05,0.4,2.05E-05,-4.8,,,
2.06E-05,0.4,2.06E-05,-5,,,
2.06E-05,0.4,2.06E-05,-4.6,,,
2.06E-05,0.4,2.06E-05,-5.2,,,
2.06E-05,0.2,2.06E-05,-5,,,
2.06E-05,0.4,2.06E-05,-4.8,,,
2.06E-05,0.4,2.06E-05,-4.8,,,
2.06E-05,0.2,2.06E-05,-5,,,
2.06E-05,0.2,2.06E-05,-5.2,,,
2.06E-05,0.4,2.06E-05,-5,,,
2.06E-05,0.6,2.06E-05,-4.8,,,
2.07E-05,0.2,2.07E-05,-5.2,,,
2.07E-05,0.4,2.07E-05,-5,,,
2.07E-05,0.4,2.07E-05,-5,,,
2.07E-05,0.4,2.07E-05,-4.6,,,
2.07E-05,0.2,2.07E-05,-4.8,,,
2.07E-05,0.2,2.07E-05,-5,,,
2.07E-05,0.6,2.07E-05,-5,,,
2.07E-05,0.2,2.07E-05,-5.2,,,
2.07E-05,0.2,2.07E-05,-4.8,,,
2.07E-05,0.8,2.07E-05,-5,,,
2.08E-05,0.2,2.08E-05,-5,,,
2.08E-05,0.2,2.08E-05,-4.8,,,
2.08E-05,0.2,2.08E-05,-5,,,
2.08E-05,0.2,2.08E-05,-5,,,
2.08E-05,0.4,2.08E-05,-4.8,,,
2.08E-05,0.2,2.08E-05,-5.2,,,
2.08E-05,0.4,2.08E-05,-5,,,
2.08E-05,0.2,2.08E-05,-5.4,,,
2.08E-05,0.4,2.08E-05,-5,,,
2.08E-05,0.2,2.08E-05,-5,,,
2.09E-05,0.2,2.09E-05,-4.8,,,
2.09E-05,0.4,2.09E-05,-4.8,,,
2.09E-05,0.4,2.09E-05,-4.8,,,
2.09E-05,0.2,2.09E-05,-5,,,
2.09E-05,0.2,2.09E-05,-5,,,
2.09E-05,0.2,2.09E-05,-5,,,
2.09E-05,0.2,2.09E-05,-5,,,
2.09E-05,0.2,2.09E-05,-5,,,
2.09E-05,0.2,2.09E-05,-5,,,
2.09E-05,0.2,2.09E-05,-5,,,
2.10E-05,0.2,2.10E-05,-5.2,,,
2.10E-05,0.4,2.10E-05,-5,,,
2.10E-05,0.2,2.10E-05,-4.8,,,
2.10E-05,0.2,2.10E-05,-5,,,
2.10E-05,0.4,2.10E-05,-4.6,,,
2.10E-05,0.2,2.10E-05,-5.2,,,
2.10E-05,0.4,2.10E-05,-5,,,
2.10E-05,0.2,2.10E-05,-4.8,,,
2.10E-05,0.2,2.10E-05,-4.6,,,
2.10E-05,0.4,2.10E-05,-4.8,,,
2.11E-05,0.2,2.11E-05,-5.4,,,
2.11E-05,0.2,2.11E-05,-4.8,,,
2.11E-05,0.2,2.11E-05,-5,,,
2.11E-05,0.6,2.11E-05,-5.2,,,
2.11E-05,0,2.11E-05,-4.8,,,
2.11E-05,0.6,2.11E-05,-5,,,
2.11E-05,0,2.11E-05,-4.8,,,
2.11E-05,0.2,2.11E-05,-4.8,,,
2.11E-05,0.4,2.11E-05,-5.2,,,
2.11E-05,0.2,2.11E-05,-5,,,
2.12E-05,0.4,2.12E-05,-5.4,,,
2.12E-05,0.2,2.12E-05,-5,,,
2.12E-05,0.2,2.12E-05,-5,,,
2.12E-05,0.4,2.12E-05,-5.2,,,
2.12E-05,0.4,2.12E-05,-5,,,
2.12E-05,0.4,2.12E-05,-4.8,,,
2.12E-05,0.2,2.12E-05,-4.8,,,
2.12E-05,0.4,2.12E-05,-4.6,,,
2.12E-05,0.2,2.12E-05,-4.8,,,
2.12E-05,0.6,2.12E-05,-5,,,
2.13E-05,0.4,2.13E-05,-4.8,,,
2.13E-05,0.4,2.13E-05,-4.6,,,
2.13E-05,0.4,2.13E-05,-4.6,,,
2.13E-05,0.2,2.13E-05,-5,,,
2.13E-05,0.4,2.13E-05,-4.8,,,
2.13E-05,0.4,2.13E-05,-4.8,,,
2.13E-05,0.4,2.13E-05,-5,,,
2.13E-05,0.2,2.13E-05,-4.8,,,
2.13E-05,0.4,2.13E-05,-5,,,
2.13E-05,0.6,2.13E-05,-4.8,,,
2.14E-05,0.4,2.14E-05,-4.8,,,
2.14E-05,0.2,2.14E-05,-4.8,,,
2.14E-05,0.6,2.14E-05,-4.8,,,
2.14E-05,0.2,2.14E-05,-5,,,
2.14E-05,0,2.14E-05,-5,,,
2.14E-05,0.2,2.14E-05,-4.8,,,
2.14E-05,0.2,2.14E-05,-5.2,,,
2.14E-05,0.2,2.14E-05,-4.6,,,
2.14E-05,0.4,2.14E-05,-5.2,,,
2.14E-05,0,2.14E-05,-4.8,,,
2.15E-05,0,2.15E-05,-4.8,,,
2.15E-05,0.2,2.15E-05,-5,,,
2.15E-05,0.2,2.15E-05,-5,,,
2.15E-05,0.6,2.15E-05,-4.8,,,
2.15E-05,0.2,2.15E-05,-4.8,,,
2.15E-05,0.2,2.15E-05,-4.8,,,
2.15E-05,0.2,2.15E-05,-5,,,
2.15E-05,0.2,2.15E-05,-4.8,,,
2.15E-05,0,2.15E-05,-4.6,,,
2.15E-05,0.2,2.15E-05,-4.8,,,
2.16E-05,0.2,2.16E-05,-4.8,,,
2.16E-05,0.2,2.16E-05,-5,,,
2.16E-05,0.4,2.16E-05,-4.6,,,
2.16E-05,0.2,2.16E-05,-4.6,,,
2.16E-05,0.4,2.16E-05,-4.8,,,
2.16E-05,0.2,2.16E-05,-4.8,,,
2.16E-05,0.4,2.16E-05,-5,,,
2.16E-05,0.6,2.16E-05,-4.8,,,
2.16E-05,0.4,2.16E-05,-4.8,,,
2.16E-05,0.2,2.16E-05,-5.2,,,
2.17E-05,0.6,2.17E-05,-4.8,,,
2.17E-05,0.2,2.17E-05,-5,,,
2.17E-05,0.2,2.17E-05,-4.8,,,
2.17E-05,0.4,2.17E-05,-4.6,,,
2.17E-05,0.2,2.17E-05,-4.8,,,
2.17E-05,0.6,2.17E-05,-5,,,
2.17E-05,0,2.17E-05,-4.8,,,
2.17E-05,0.2,2.17E-05,-4.6,,,
2.17E-05,0.6,2.17E-05,-5,,,
2.17E-05,0.2,2.17E-05,-5,,,
2.18E-05,0.2,2.18E-05,-4.8,,,
2.18E-05,0,2.18E-05,-5,,,
2.18E-05,0.4,2.18E-05,-4.6,,,
2.18E-05,0.4,2.18E-05,-4.8,,,
2.18E-05,0.2,2.18E-05,-5,,,
2.18E-05,0.2,2.18E-05,-4.8,,,
2.18E-05,0.4,2.18E-05,-5,,,
2.18E-05,0.4,2.18E-05,-5,,,
2.18E-05,0,2.18E-05,-5,,,
2.18E-05,0.2,2.18E-05,-4.8,,,
2.19E-05,0.4,2.19E-05,-4.8,,,
2.19E-05,0.4,2.19E-05,-5,,,
2.19E-05,0.4,2.19E-05,-4.8,,,
2.19E-05,0.2,2.19E-05,-5,,,
2.19E-05,0.4,2.19E-05,-4.8,,,
2.19E-05,0.4,2.19E-05,-4.6,,,
2.19E-05,0.2,2.19E-05,-4.8,,,
2.19E-05,0,2.19E-05,-4.8,,,
2.19E-05,0.2,2.19E-05,-4.8,,,
2.19E-05,0.4,2.19E-05,-5.2,,,
2.20E-05,0.4,2.20E-05,-5,,,
2.20E-05,0.2,2.20E-05,-4.8,,,
2.20E-05,0.2,2.20E-05,-4.8,,,
2.20E-05,0.4,2.20E-05,-4.6,,,
2.20E-05,0,2.20E-05,-5,,,
2.20E-05,0.4,2.20E-05,-4.8,,,
2.20E-05,0.2,2.20E-05,-4.6,,,
2.20E-05,0.2,2.20E-05,-4.6,,,
2.20E-05,0.6,2.20E-05,-4.8,,,
2.20E-05,0.4,2.20E-05,-5.2,,,
2.21E-05,0.2,2.21E-05,-4.8,,,
2.21E-05,0.4,2.21E-05,-4.8,,,
2.21E-05,0.6,2.21E-05,-4.6,,,
2.21E-05,0.2,2.21E-05,-4.8,,,
2.21E-05,0.4,2.21E-05,-4.8,,,
2.21E-05,0.4,2.21E-05,-4.8,,,
2.21E-05,0.4,2.21E-05,-4.6,,,
2.21E-05,0.4,2.21E-05,-4.8,,,
2.21E-05,0.2,2.21E-05,-5,,,
2.21E-05,0.2,2.21E-05,-5.4,,,
2.22E-05,0.2,2.22E-05,-4.8,,,
2.22E-05,0.2,2.22E-05,-4.8,,,
2.22E-05,0.2,2.22E-05,-4.8,,,
2.22E-05,0.2,2.22E-05,-4.8,,,
2.22E-05,0.4,2.22E-05,-4.6,,,
2.22E-05,0.4,2.22E-05,-5,,,
2.22E-05,0.4,2.22E-05,-4.6,,,
2.22E-05,0.2,2.22E-05,-4.8,,,
2.22E-05,0.4,2.22E-05,-5,,,
2.22E-05,0.4,2.22E-05,-4.6,,,
2.23E-05,0,2.23E-05,-4.6,,,
2.23E-05,0.4,2.23E-05,-4.4,,,
2.23E-05,0.2,2.23E-05,-5.4,,,
2.23E-05,0.2,2.23E-05,-5,,,
2.23E-05,0.6,2.23E-05,-4.6,,,
2.23E-05,0.2,2.23E-05,-4.8,,,
2.23E-05,0.4,2.23E-05,-4.8,,,
2.23E-05,0.4,2.23E-05,-4.8,,,
2.23E-05,0.4,2.23E-05,-4.8,,,
2.23E-05,0.4,2.23E-05,-4.8,,,
2.24E-05,0.2,2.24E-05,-4.6,,,
2.24E-05,0.4,2.24E-05,-5,,,
2.24E-05,0.4,2.24E-05,-5,,,
2.24E-05,0.4,2.24E-05,-4.8,,,
2.24E-05,0.4,2.24E-05,-4.8,,,
2.24E-05,0.2,2.24E-05,-5.2,,,
2.24E-05,0.2,2.24E-05,-4.8,,,
2.24E-05,0.2,2.24E-05,-5,,,
2.24E-05,0,2.24E-05,-4.8,,,
2.24E-05,0,2.24E-05,-4.6,,,
2.25E-05,0.2,2.25E-05,-5,,,
2.25E-05,0.2,2.25E-05,-4.8,,,
2.25E-05,0.4,2.25E-05,-4.8,,,
2.25E-05,0.8,2.25E-05,-5,,,
2.25E-05,0,2.25E-05,-5,,,
2.25E-05,0.2,2.25E-05,-5,,,
2.25E-05,0.4,2.25E-05,-4.6,,,
2.25E-05,0.2,2.25E-05,-4.8,,,
2.25E-05,0.2,2.25E-05,-4.8,,,
